,基金代码,拼音缩写,基金简称,基金类型,拼音全称
16381,166801,ZSJCXSWHHA,浙商聚潮新思维混合A,混合型-灵活,ZHESHANGJUCHAOXINSIWEIHUNHEA
16382,166802,ZSHS300ZSZQLOFA,浙商沪深300指数增强(LOF)A,指数型-股票,ZHESHANGHUSHEN300ZHISHUZENGQIANGLOFA
16383,167001,PADTHHLOF,平安鼎泰混合(LOF),混合型-灵活,PINGANDINGTAIHUNHELOF
16384,167002,PADYHHLOF,平安鼎越混合(LOF),混合型-灵活,PINGANDINGYUEHUNHELOF
16385,167003,PADHHHLOFA,平安鼎弘混合(LOF)A,混合型-偏债,PINGANDINGHONGHUNHELOFA
16386,167301,FZFBZZBXA,方正富邦中证保险A,指数型-股票,FANGZHENGFUBANGZHONGZHENGBAOXIANA
16387,167302,FZFBDWQZZLOF,方正富邦大湾区综指(LOF),指数型-股票,FANGZHENGFUBANGDAWANQUZONGZHILOF
16388,167501,AXBLZQLOF,安信宝利债券(LOF),债券型-混合债,ANXINBAOLIZHAIQUANLOF
16389,167503,AXZZYDYLZTZS,安信中证一带一路主题指数,指数型-股票,ANXINZHONGZHENGYIDAIYILUZHUTIZHISHU
16390,167504,AXZDLLZLOFA,安信中短利率债(LOF)A,债券型-中短债,ANXINZHONGDUANLILVZHAILOFA
16391,167505,AXZDLLZLOFC,安信中短利率债(LOF)C,债券型-中短债,ANXINZHONGDUANLILVZHAILOFC
16392,167506,AXSZKJZSLOFA,安信深圳科技指数(LOF)A,指数型-股票,ANXINSHENZHENKEJIZHISHULOFA
16393,167507,AXSZKJZSLOFC,安信深圳科技指数(LOF)C,指数型-股票,ANXINSHENZHENKEJIZHISHULOFC
16394,167508,AXJZFXLNDKHHLOF,安信价值发现两年定开混合(LOF),混合型-偏股,ANXINJIAZHIFAXIANLIANGNIANDINGKAIHUNHELOF
16395,167601,GJ300ZSZQA,国金300指数增强A,指数型-股票,GUOJIN300ZHISHUZENGQIANGA
16396,167702,DBLHYXGPLOFA,德邦量化优选股票(LOF)A,股票型,DEBANGLIANGHUAYOUXUANGUPIAOLOFA
16397,167703,DBLHYXGPLOFC,德邦量化优选股票(LOF)C,股票型,DEBANGLIANGHUAYOUXUANGUPIAOLOFC
16398,168002,GSABCLJXHHLOF,国寿安保策略精选混合(LOF),混合型-灵活,GUOSHOUANBAOCELUEJINGXUANHUNHELOF
16399,168101,JTRZSJQDHHLOF,九泰锐智事件驱动混合(LOF),混合型-灵活,JIUTAIRUIZHISHIJIANQUDONGHUNHELOF
16400,168102,JTRFSJQDHHFQSLOFA,九泰锐富事件驱动混合发起式(LOF)A,混合型-灵活,JIUTAIRUIFUSHIJIANQUDONGHUNHEFAQISHILOFA
16401,168103,JTRYHHLOFA,九泰锐益混合(LOF)A,混合型-灵活,JIUTAIRUIYIHUNHELOFA
16402,168104,JTRFLHPZHHLOFA,九泰锐丰灵活配置混合(LOF)A,混合型-灵活,JIUTAIRUIFENGLINGHUOPEIZHIHUNHELOFA
16403,168105,JTTFLHPZHHLOFA,九泰泰富灵活配置混合(LOF)A,混合型-灵活,JIUTAITAIFULINGHUOPEIZHIHUNHELOFA
16404,168111,JTRFLHPZHHLOFC,九泰锐丰灵活配置混合(LOF)C,混合型-灵活,JIUTAIRUIFENGLINGHUOPEIZHIHUNHELOFC
16405,168203,ZRGZGTHYZSLOFA,中融国证钢铁行业指数(LOF)A,指数型-股票,ZHONGRONGGUOZHENGGANGTIEHANGYEZHISHULOFA
16406,168204,ZRZZMTZSLOFA,中融中证煤炭指数(LOF)A,指数型-股票,ZHONGRONGZHONGZHENGMEITANZHISHULOFA
16407,168207,ZRCYBLNDKHH,中融创业板两年定开混合,混合型-偏股,ZHONGRONGCHUANGYEBANLIANGNIANDINGKAIHUNHE
16408,168301,DHXLHHLOF,东海祥龙混合(LOF),混合型-灵活,DONGHAIXIANGLONGHUNHELOF
16409,168401,HTZXJXHHLOF,红土转型精选混合(LOF),混合型-灵活,HONGTUZHUANXINGJINGXUANHUNHELOF
16410,168501,BXRFCYSJ,北信瑞丰产业升级,混合型-偏股,BEIXINRUIFENGCHANYESHENGJI
16411,168601,HAYYDKHH,汇安裕阳定开混合,混合型-偏股,HUIANYUYANGDINGKAIHUNHE
16412,168701,HXZYJRKJZSLOFA,合煦智远金融科技指数(LOF)A,指数型-股票,HEXUZHIYUANJINRONGKEJIZHISHULOFA
16413,168702,HXZYJRKJZSLOFC,合煦智远金融科技指数(LOF)C,指数型-股票,HEXUZHIYUANJINRONGKEJIZHISHULOFC
16414,169101,DFHRFHH,东方红睿丰混合,混合型-灵活,DONGFANGHONGRUIFENGHUNHE
16415,169102,DFHRYSNHH,东方红睿阳三年混合,混合型-灵活,DONGFANGHONGRUIYANGSANNIANHUNHE
16416,169103,DFHRXSNDKHH,东方红睿轩三年定开混合,混合型-灵活,DONGFANGHONGRUIXUANSANNIANDINGKAIHUNHE
16417,169104,DFHRMHGSHHLOF,东方红睿满沪港深混合(LOF),混合型-灵活,DONGFANGHONGRUIMANHUGANGSHENHUNHELOF
16418,169105,DFHRHHGSHHLOF,东方红睿华沪港深混合(LOF),混合型-灵活,DONGFANGHONGRUIHUAHUGANGSHENHUNHELOF
16419,169106,DFHCXYXDKHH,东方红创新优选定开混合,混合型-偏债,DONGFANGHONGCHUANGXINYOUXUANDINGKAIHUNHE
16420,169107,DFHHYWNDKHH,东方红恒阳五年定开混合,混合型-偏股,DONGFANGHONGHENGYANGWUNIANDINGKAIHUNHE
16421,169108,DFHJHYXDKHH,东方红均衡优选定开混合,混合型-偏债,DONGFANGHONGJUNHENGYOUXUANDINGKAIHUNHE
16422,169109,DFHRHSNDKHHA,东方红睿和三年定开混合A,混合型-偏股,DONGFANGHONGRUIHESANNIANDINGKAIHUNHEA
16423,169201,ZSDYSJQDHH,浙商鼎盈事件驱动混合,混合型-灵活,ZHESHANGDINGYINGSHIJIANQUDONGHUNHE
16424,180001,YHYSQYHH,银华优势企业混合,混合型-灵活,YINHUAYOUSHIQIYEHUNHE
16425,180003,YHDQS88ZS,银华-道琼斯88指数,指数型-股票,YINHUADAOQIONGSI88ZHISHU
16426,180008,YHHBA,银华货币A,货币型,YINHUAHUOBIA
16427,180009,YHHBB,银华货币B,货币型,YINHUAHUOBIB
16428,180010,YHYZZZHH,银华优质增长混合,混合型-偏股,YINHUAYOUZHIZENGZHANGHUNHE
16429,180011,YHYSQYHH,银华优势企业混合(后端),混合型-灵活,YINHUAYOUSHIQIYEHUNHE
16430,180012,YHFYZTHH,银华富裕主题混合,混合型-偏股,YINHUAFUYUZHUTIHUNHE
16431,180013,YHLXCLHH,银华领先策略混合,混合型-偏股,YINHUALINGXIANCELUEHUNHE
16432,180015,YHZQSYZQ,银华增强收益债券,债券型-混合债,YINHUAZENGQIANGSHOUYIZHAIQUAN
16433,180018,YHHXZTHH,银华和谐主题混合,混合型-灵活,YINHUAHEXIEZHUTIHUNHE
16434,180020,YHCZXFHH,银华成长先锋混合,混合型-灵活,YINHUACHENGZHANGXIANFENGHUNHE
16435,180025,YHXYSLZQA,银华信用双利债券A,债券型-混合债,YINHUAXINYONGSHUANGLIZHAIQUANA
16436,180026,YHXYSLZQC,银华信用双利债券C,债券型-混合债,YINHUAXINYONGSHUANGLIZHAIQUANC
16437,180028,YHYXLHPZHH,银华永祥灵活配置混合,混合型-灵活,YINHUAYONGXIANGLINGHUOPEIZHIHUNHE
16438,180031,YHZXPHH,银华中小盘混合,混合型-偏股,YINHUAZHONGXIAOPANHUNHE
16439,180101,BSSKCYREIT,博时蛇口产园REIT,Reits,
16440,180102,HXHFGXREIT,华夏合肥高新REIT,Reits,
16441,180103,HXHDGKREIT,华夏和达高科REIT,Reits,
16442,180201,PAGZGHREIT,平安广州广河REIT,Reits,
16443,180202,HXYXGSREIT,华夏越秀高速REIT,Reits,
16444,180301,HTYTGREIT,红土盐田港REIT,Reits,
16445,180401,PHSZNYREIT,鹏华深圳能源REIT,Reits,
16446,180501,HTSZAJREIT,红土深圳安居REIT,Reits,
16447,180801,ZHSGLNREIT,中航首钢绿能REIT,Reits,
16448,184801,PHQHWKREITS,鹏华前海万科REITS,混合型-偏债,PENGHUAQIANHAIWANKEREITS
16449,200001,CCJHLHPZHHA,长城久恒灵活配置混合A,混合型-灵活,CHANGCHENGJIUHENGLINGHUOPEIZHIHUNHEA
16450,200002,CCJTHS300ZSA,长城久泰沪深300指数A,指数型-股票,CHANGCHENGJIUTAIHUSHEN300ZHISHUA
16451,200003,CCHBA,长城货币A,货币型,CHANGCHENGHUOBIA
16452,200006,CCXFZZHH,长城消费增值混合,混合型-偏股,CHANGCHENGXIAOFEIZENGZHIHUNHE
16453,200007,CCAXHBHHA,长城安心回报混合A,混合型-灵活,CHANGCHENGANXINHUIBAOHUNHEA
16454,200008,CCPPYXHH,长城品牌优选混合,混合型-偏股,CHANGCHENGPINPAIYOUXUANHUNHE
16455,200009,CCWJZLZQA,长城稳健增利债券A,债券型-混合债,CHANGCHENGWENJIANZENGLIZHAIQUANA
16456,200010,CCSDLHHA,长城双动力混合A,混合型-偏股,CHANGCHENGSHUANGDONGLIHUNHEA
16457,200012,CCZXPCZHHA,长城中小盘成长混合A,混合型-偏股,CHANGCHENGZHONGXIAOPANCHENGZHANGHUNHEA
16458,200013,CCJJZLZQA,长城积极增利债券A,债券型-混合债,CHANGCHENGJIJIZENGLIZHAIQUANA
16459,200015,CCYHSJHHA,长城优化升级混合A,混合型-偏股,CHANGCHENGYOUHUASHENGJIHUNHEA
16460,200016,CCWJCZLHPZHH,长城稳健成长灵活配置混合,混合型-灵活,CHANGCHENGWENJIANCHENGZHANGLINGHUOPEIZHIHUNHE
16461,200103,CCHBB,长城货币B,货币型,CHANGCHENGHUOBIB
16462,200113,CCJJZLZQC,长城积极增利债券C,债券型-混合债,CHANGCHENGJIJIZENGLIZHAIQUANC
16463,201001,CCJHLHPZHHA,长城久恒灵活配置混合A(后端),混合型-灵活,CHANGCHENGJIUHENGLINGHUOPEIZHIHUNHEA
16464,201002,CCJTHS300ZSA,长城久泰沪深300指数A(后端),指数型-股票,CHANGCHENGJIUTAIHUSHEN300ZHISHUA
16465,202001,NFWJCZHH,南方稳健成长混合,混合型-偏股,NANFANGWENJIANCHENGZHANGHUNHE
16466,202002,NFWJCZEHHH,南方稳健成长贰号混合,混合型-偏股,NANFANGWENJIANCHENGZHANGERHAOHUNHE
16467,202003,NFJYCZHHA,南方绩优成长混合A,混合型-偏股,NANFANGJIYOUCHENGZHANGHUNHEA
16468,202004,NFJYCZHHA,南方绩优成长混合A(后端),混合型-偏股,NANFANGJIYOUCHENGZHANGHUNHEA
16469,202005,NFCFJXHHA,南方成份精选混合A,混合型-偏股,NANFANGCHENGFENJINGXUANHUNHEA
16470,202006,NFCFJXHHA,南方成份精选混合A(后端),混合型-偏股,NANFANGCHENGFENJINGXUANHUNHEA
16471,202007,NFLYCYZTHH,南方隆元产业主题混合,混合型-偏股,NANFANGLONGYUANCHANYEZHUTIHUNHE
16472,202008,NFLYCYZTHH,南方隆元产业主题混合(后端),混合型-偏股,NANFANGLONGYUANCHANYEZHUTIHUNHE
16473,202009,NFSYHLHH,南方盛元红利混合,混合型-偏股,NANFANGSHENGYUANHONGLIHUNHE
16474,202010,NFSYHLHH,南方盛元红利混合(后端),混合型-偏股,NANFANGSHENGYUANHONGLIHUNHE
16475,202011,NFYXJZHHA,南方优选价值混合A,混合型-偏股,NANFANGYOUXUANJIAZHIHUNHEA
16476,202012,NFYXJZHHA,南方优选价值混合A(后端),混合型-偏股,NANFANGYOUXUANJIAZHIHUNHEA
16477,202015,NFHS300LJJJA,南方沪深300联接基金A,指数型-股票,NANFANGHUSHEN300LIANJIEJIJINA
16478,202016,NFHS300LJJJA,南方沪深300联接基金A(后端),指数型-股票,NANFANGHUSHEN300LIANJIEJIJINA
16479,202017,NFSZCFETFLJA,南方深证成份ETF联接A,指数型-股票,NANFANGSHENZHENGCHENGFENETFLIANJIEA
16480,202018,NFSZCFETFLJA,南方深证成份ETF联接A(后端),指数型-股票,NANFANGSHENZHENGCHENGFENETFLIANJIEA
16481,202019,NFCLYHHH,南方策略优化混合,混合型-偏股,NANFANGCELUEYOUHUAHUNHE
16482,202020,NFCLYHHH,南方策略优化混合(后端),混合型-偏股,NANFANGCELUEYOUHUAHUNHE
16483,202021,NFXKETFLJA,南方小康ETF联接A,指数型-股票,NANFANGXIAOKANGETFLIANJIEA
16484,202022,NFXKETFLJA,南方小康ETF联接A(后端),指数型-股票,NANFANGXIAOKANGETFLIANJIEA
16485,202023,NFYXCZHHA,南方优选成长混合A,混合型-灵活,NANFANGYOUXUANCHENGZHANGHUNHEA
16486,202024,NFYXCZHHA,南方优选成长混合A(后端),混合型-灵活,NANFANGYOUXUANCHENGZHANGHUNHEA
16487,202025,NFSZ380ETFLJA,南方上证380ETF联接A,指数型-股票,NANFANGSHANGZHENG380ETFLIANJIEA
16488,202026,NFSZ380ETFLJA,南方上证380ETF联接A(后端),指数型-股票,NANFANGSHANGZHENG380ETFLIANJIEA
16489,202027,NFGDZBLHPZHHA,南方高端装备灵活配置混合A,混合型-灵活,NANFANGGAODUANZHUANGBEILINGHUOPEIZHIHUNHEA
16490,202028,NFGDZBLHPZHHA,南方高端装备灵活配置混合A(后端),混合型-灵活,NANFANGGAODUANZHUANGBEILINGHUOPEIZHIHUNHEA
16491,202101,NFBYZQA,南方宝元债券A,债券型-混合债,NANFANGBAOYUANZHAIQUANA
16492,202102,NFDLZQZQC,南方多利增强债券C,债券型-混合债,NANFANGDUOLIZENGQIANGZHAIQUANC
16493,202103,NFDLZQZQA,南方多利增强债券A,债券型-混合债,NANFANGDUOLIZENGQIANGZHAIQUANA
16494,202105,NFGLHBZQAB,南方广利回报债券A/B,债券型-混合债,NANFANGGUANGLIHUIBAOZHAIQUANAB
16495,202106,NFGLHBZQAB,南方广利回报债券A/B(后端),债券型-混合债,NANFANGGUANGLIHUIBAOZHAIQUANAB
16496,202107,NFGLHBZQC,南方广利回报债券C,债券型-混合债,NANFANGGUANGLIHUIBAOZHAIQUANC
16497,202108,NFRYCZZQAB,南方润元纯债债券A/B,债券型-长债,NANFANGRUNYUANCHUNZHAIZHAIQUANAB
16498,202109,NFRYCZZQAB,南方润元纯债债券A/B(后端),债券型-长债,NANFANGRUNYUANCHUNZHAIZHAIQUANAB
16499,202110,NFRYCZZQC,南方润元纯债债券C,债券型-长债,NANFANGRUNYUANCHUNZHAIZHAIQUANC
16500,202211,NFZZ100ZSA,南方中证100指数A,指数型-股票,NANFANGZHONGZHENG100ZHISHUA
16501,202212,NFPHPZHH,南方平衡配置混合,混合型-灵活,NANFANGPINGHENGPEIZHIHUNHE
16502,202213,NFHXJZHH,南方核心竞争混合,混合型-偏股,NANFANGHEXINJINGZHENGHUNHE
16503,202301,NFXJZLHBA,南方现金增利货币A,货币型,NANFANGXIANJINZENGLIHUOBIA
16504,202302,NFXJZLHBB,南方现金增利货币B,货币型,NANFANGXIANJINZENGLIHUOBIB
16505,202305,NFWY60TGDCYZDZA,南方旺元60天滚动持有中短债A,债券型-中短债,NANFANGWANGYUAN60TIANGUNDONGCHIYOUZHONGDUANZHAIA
16506,202307,NFSYBHBA,南方收益宝货币A,货币型,NANFANGSHOUYIBAOHUOBIA
16507,202308,NFSYBHBB,南方收益宝货币B,货币型,NANFANGSHOUYIBAOHUOBIB
16508,202801,NFQQJXPZ,南方全球精选配置,QDII,NANFANGQUANQIUJINGXUANPEIZHI
16509,206001,PHHTA,鹏华弘泰A,混合型-灵活,PENGHUAHONGTAIA
16510,206002,PHJXCZHHA,鹏华精选成长混合A,混合型-偏股,PENGHUAJINGXUANCHENGZHANGHUNHEA
16511,206003,PHXYZLZQA,鹏华信用增利债券A,债券型-混合债,PENGHUAXINYONGZENGLIZHAIQUANA
16512,206004,PHXYZLZQB,鹏华信用增利债券B,债券型-混合债,PENGHUAXINYONGZENGLIZHAIQUANB
16513,206006,PHQQZDZQDIIRMBA,鹏华全球中短债(QDII)人民币A,QDII,PENGHUAQUANQIUZHONGDUANZHAIQDIIRENMINBIA
16514,206007,PHXFYXHH,鹏华消费优选混合,混合型-偏股,PENGHUAXIAOFEIYOUXUANHUNHE
16515,206008,PHFSZQ,鹏华丰盛债券,债券型-混合债,PENGHUAFENGSHENGZHAIQUAN
16516,206009,PHXXCYHH,鹏华新兴产业混合,混合型-偏股,PENGHUAXINXINGCHANYEHUNHE
16517,206011,PHMGFDCQDII,鹏华美国房地产(QDII),QDII,PENGHUAMEIGUOFANGDICHANQDII
16518,206012,PHJZJXGP,鹏华价值精选股票,股票型,PENGHUAJIAZHIJINGXUANGUPIAO
16519,206013,PHHGLHPZHH,鹏华宏观灵活配置混合,混合型-灵活,PENGHUAHONGGUANLINGHUOPEIZHIHUNHE
16520,206015,PHCZZQ,鹏华纯债债券,债券型-长债,PENGHUACHUNZHAIZHAIQUAN
16521,206018,PHCYZZQ,鹏华产业债债券,债券型-长债,PENGHUACHANYEZHAIZHAIQUAN
16522,210001,JYCFYXHH,金鹰成份优选混合,混合型-灵活,JINYINGCHENGFENYOUXUANHUNHE
16523,210002,JYHLJZHHA,金鹰红利价值混合A,混合型-灵活,JINYINGHONGLIJIAZHIHUNHEA
16524,210003,JYHYYSHHA,金鹰行业优势混合A,混合型-偏股,JINYINGHANGYEYOUSHIHUNHEA
16525,210004,JYWJCZHH,金鹰稳健成长混合,混合型-偏股,JINYINGWENJIANCHENGZHANGHUNHE
16526,210005,JYZTYSHH,金鹰主题优势混合,混合型-偏股,JINYINGZHUTIYOUSHIHUNHE
16527,210006,JYYXHHA,金鹰元禧混合A,混合型-偏债,JINYINGYUANXIHUNHEA
16528,210007,JYJSLXLHPZHHA,金鹰技术领先灵活配置混合A,混合型-灵活,JINYINGJISHULINGXIANLINGHUOPEIZHIHUNHEA
16529,210008,JYCLPZHH,金鹰策略配置混合,混合型-偏股,JINYINGCELUEPEIZHIHUNHE
16530,210009,JYHXZYHH,金鹰核心资源混合,混合型-偏股,JINYINGHEXINZIYUANHUNHE
16531,210010,JYLHPZHHA,金鹰灵活配置混合A,混合型-灵活,JINYINGLINGHUOPEIZHIHUNHEA
16532,210011,JYLHPZHHC,金鹰灵活配置混合C,混合型-灵活,JINYINGLINGHUOPEIZHIHUNHEC
16533,210012,JYHBA,金鹰货币A,货币型,JINYINGHUOBIA
16534,210013,JYHBB,金鹰货币B,货币型,JINYINGHUOBIB
16535,210014,JYYFZQA,金鹰元丰债券A,债券型-混合债,JINYINGYUANFENGZHAIQUANA
16536,213001,BYHLSYLHPZHHA,宝盈鸿利收益灵活配置混合A,混合型-灵活,BAOYINGHONGLISHOUYILINGHUOPEIZHIHUNHEA
16537,213002,BYFYHZZHH,宝盈泛沿海增长混合,混合型-偏股,BAOYINGFANYANHAIZENGZHANGHUNHE
16538,213003,BYCLZZHH,宝盈策略增长混合,混合型-偏股,BAOYINGCELUEZENGZHANGHUNHE
16539,213006,BYHXYSHHA,宝盈核心优势混合A,混合型-灵活,BAOYINGHEXINYOUSHIHUNHEA
16540,213007,BYZQSYZQAB,宝盈增强收益债券A/B,债券型-混合债,BAOYINGZENGQIANGSHOUYIZHAIQUANAB
16541,213008,BYZYYXHH,宝盈资源优选混合,混合型-偏股,BAOYINGZIYUANYOUXUANHUNHE
16542,213009,BYHBA,宝盈货币A,货币型,BAOYINGHUOBIA
16543,213010,BYZZ100ZSZQA,宝盈中证100指数增强A,指数型-股票,BAOYINGZHONGZHENG100ZHISHUZENGQIANGA
16544,213907,BYZQSYZQAB,宝盈增强收益债券A/B(后端),债券型-混合债,BAOYINGZENGQIANGSHOUYIZHAIQUANAB
16545,213908,BYZYYXHH,宝盈资源优选混合(后端),混合型-偏股,BAOYINGZIYUANYOUXUANHUNHE
16546,213909,BYHBB,宝盈货币B,货币型,BAOYINGHUOBIB
16547,213917,BYZQSYZQC,宝盈增强收益债券C,债券型-混合债,BAOYINGZENGQIANGSHOUYIZHAIQUANC
16548,217001,ZSATHH,招商安泰混合,混合型-偏股,ZHAOSHANGANTAIHUNHE
16549,217002,ZSATPHHH,招商安泰平衡混合,混合型-平衡,ZHAOSHANGANTAIPINGHENGHUNHE
16550,217003,ZSATZQA,招商安泰债券A,债券型-长债,ZHAOSHANGANTAIZHAIQUANA
16551,217004,ZSXJZZHBA,招商现金增值货币A,货币型,ZHAOSHANGXIANJINZENGZHIHUOBIA
16552,217005,ZSXFHH,招商先锋混合,混合型-偏股,ZHAOSHANGXIANFENGHUNHE
16553,217008,ZSABZLZQC,招商安本增利债券C,债券型-混合债,ZHAOSHANGANBENZENGLIZHAIQUANC
16554,217009,ZSHXJZHH,招商核心价值混合,混合型-偏股,ZHAOSHANGHEXINJIAZHIHUNHE
16555,217010,ZSDPLCHH,招商大盘蓝筹混合,混合型-偏股,ZHAOSHANGDAPANLANCHOUHUNHE
16556,217011,ZSAXSYZQC,招商安心收益债券C,债券型-混合债,ZHAOSHANGANXINSHOUYIZHAIQUANC
16557,217012,ZSHYLXHHA,招商行业领先混合A,混合型-偏股,ZHAOSHANGHANGYELINGXIANHUNHEA
16558,217013,ZSZXPHH,招商中小盘混合,混合型-偏股,ZHAOSHANGZHONGXIAOPANHUNHE
16559,217014,ZSXJZZHBB,招商现金增值货币B,货币型,ZHAOSHANGXIANJINZENGZHIHUOBIB
16560,217016,ZSSZ100ZSA,招商深证100指数A,指数型-股票,ZHAOSHANGSHENZHENG100ZHISHUA
16561,217017,ZSSZXF80ETFLJA,招商上证消费80ETF联接A,指数型-股票,ZHAOSHANGSHANGZHENGXIAOFEI80ETFLIANJIEA
16562,217018,ZSARJQZQ,招商安瑞进取债券,债券型-混合债,ZHAOSHANGANRUIJINQUZHAIQUAN
16563,217019,ZSSZTMT50ETFLJA,招商深证TMT50ETF联接A,指数型-股票,ZHAOSHANGSHENZHENGTMT50ETFLIANJIEA
16564,217020,ZSADLHPZHH,招商安达灵活配置混合,混合型-灵活,ZHAOSHANGANDALINGHUOPEIZHIHUNHE
16565,217021,ZSYSQYHHA,招商优势企业混合A,混合型-灵活,ZHAOSHANGYOUSHIQIYEHUNHEA
16566,217022,ZSCYZQA,招商产业债券A,债券型-混合债,ZHAOSHANGCHANYEZHAIQUANA
16567,217023,ZSXYZQZQA,招商信用增强债券A,债券型-混合债,ZHAOSHANGXINYONGZENGQIANGZHAIQUANA
16568,217024,ZSAYZQA,招商安盈债券A,债券型-混合债,ZHAOSHANGANYINGZHAIQUANA
16569,217025,ZSLC7TZQA,招商理财7天债券A,债券型-中短债,ZHAOSHANGLICAI7TIANZHAIQUANA
16570,217026,ZSLC7TZQB,招商理财7天债券B,债券型-中短债,ZHAOSHANGLICAI7TIANZHAIQUANB
16571,217027,ZSYSCJ50ZSA,招商央视财经50指数A,指数型-股票,ZHAOSHANGYANGSHICAIJING50ZHISHUA
16572,217203,ZSATZQB,招商安泰债券B,债券型-长债,ZHAOSHANGANTAIZHAIQUANB
16573,229002,TDHLNXCLHH,泰达宏利逆向策略混合,混合型-偏股,TAIDAHONGLINIXIANGCELUEHUNHE
16574,233001,DMJCHYHH,大摩基础行业混合,混合型-灵活,DAMOJICHUHANGYEHUNHE
16575,233005,DMQSYZQ,大摩强收益债券,债券型-混合债,DAMOQIANGSHOUYIZHAIQUAN
16576,233006,DMLXYSHH,大摩领先优势混合,混合型-偏股,DAMOLINGXIANYOUSHIHUNHE
16577,233007,DMZYCZHH,大摩卓越成长混合,混合型-偏股,DAMOZHUOYUECHENGZHANGHUNHE
16578,233008,DMXFLHHH,大摩消费领航混合,混合型-灵活,DAMOXIAOFEILINGHANGHUNHE
16579,233009,DMDYZCLHH,大摩多因子策略混合,混合型-偏股,DAMODUOYINZICELUEHUNHE
16580,233010,DMSZ300ZSZQ,大摩深证300指数增强,指数型-股票,DAMOSHENZHENG300ZHISHUZENGQIANG
16581,233011,DMZTYXHH,大摩主题优选混合,混合型-偏股,DAMOZHUTIYOUXUANHUNHE
16582,233012,DMDYSYZQA,大摩多元收益债券A,债券型-混合债,DAMODUOYUANSHOUYIZHAIQUANA
16583,233013,DMDYSYZQC,大摩多元收益债券C,债券型-混合债,DAMODUOYUANSHOUYIZHAIQUANC
16584,233015,DMLHPZHHA,大摩量化配置混合A,混合型-偏股,DAMOLIANGHUAPEIZHIHUNHEA
16585,240001,HBBKXFP,华宝宝康消费品,混合型-平衡,HUABAOBAOKANGXIAOFEIPIN
16586,240002,HBBKPZHH,华宝宝康配置混合,混合型-灵活,HUABAOBAOKANGPEIZHIHUNHE
16587,240003,HBBKZQA,华宝宝康债券A,债券型-混合债,HUABAOBAOKANGZHAIQUANA
16588,240004,HBDLZHHHA,华宝动力组合混合A,混合型-偏股,HUABAODONGLIZUHEHUNHEA
16589,240005,HBDCLZZA,华宝多策略增长A,混合型-偏股,HUABAODUOCELUEZENGZHANGA
16590,240006,HBXJBHBA,华宝现金宝货币A,货币型,HUABAOXIANJINBAOHUOBIA
16591,240007,HBXJBHBB,华宝现金宝货币B,货币型,HUABAOXIANJINBAOHUOBIB
16592,240008,HBSYZZHHA,华宝收益增长混合A,混合型-灵活,HUABAOSHOUYIZENGZHANGHUNHEA
16593,240009,HBXJCZHH,华宝先进成长混合,混合型-偏股,HUABAOXIANJINCHENGZHANGHUNHE
16594,240010,HBHYJXHH,华宝行业精选混合,混合型-偏股,HUABAOHANGYEJINGXUANHUNHE
16595,240011,HBDPJXHH,华宝大盘精选混合,混合型-偏股,HUABAODAPANJINGXUANHUNHE
16596,240012,HBZQSYZQA,华宝增强收益债券A,债券型-混合债,HUABAOZENGQIANGSHOUYIZHAIQUANA
16597,240013,HBZQSYZQB,华宝增强收益债券B,债券型-混合债,HUABAOZENGQIANGSHOUYIZHAIQUANB
16598,240014,HBZZ100ETFLJA,华宝中证100ETF联接A,指数型-股票,HUABAOZHONGZHENG100ETFLIANJIEA
16599,240015,HBZZ100ETFLJA,华宝中证100ETF联接A(后端),指数型-股票,HUABAOZHONGZHENG100ETFLIANJIEA
16600,240016,HBSZ180JZLJ,华宝上证180价值联接,指数型-股票,HUABAOSHANGZHENG180JIAZHILIANJIE
16601,240017,HBXXCYHH,华宝新兴产业混合,混合型-偏股,HUABAOXINXINGCHANYEHUNHE
16602,240018,HBKZZZQA,华宝可转债债券A,债券型-可转债,HUABAOKEZHUANZHAIZHAIQUANA
16603,240019,HBZZYHETFLJA,华宝中证银行ETF联接A,指数型-股票,HUABAOZHONGZHENGYINHANGETFLIANJIEA
16604,240020,HBYYSWHH,华宝医药生物混合,混合型-偏股,HUABAOYIYAOSHENGWUHUNHE
16605,240022,HBZYYXHHA,华宝资源优选混合A,混合型-偏股,HUABAOZIYUANYOUXUANHUNHEA
16606,241001,HBHWZGCZHH,华宝海外中国成长混合,QDII,HUABAOHAIWAIZHONGGUOCHENGZHANGHUNHE
16607,253010,GLAAXCZHH,国联安安心成长混合,混合型-灵活,GUOLIANANANXINCHENGZHANGHUNHE
16608,253020,GLAZLZQA,国联安增利债券A,债券型-混合债,GUOLIANANZENGLIZHAIQUANA
16609,253021,GLAZLZQB,国联安增利债券B,债券型-混合债,GUOLIANANZENGLIZHAIQUANB
16610,253050,GLAHBA,国联安货币A,货币型,GUOLIANANHUOBIA
16611,253051,GLAHBB,国联安货币B,货币型,GUOLIANANHUOBIB
16612,253060,GLAXXZZZQA,国联安信心增长债券A,债券型-混合债,GUOLIANANXINXINZENGZHANGZHAIQUANA
16613,253061,GLAXXZZZQB,国联安信心增长债券B,债券型-混合债,GUOLIANANXINXINZENGZHANGZHAIQUANB
16614,255010,GLAWJHH,国联安稳健混合,混合型-灵活,GUOLIANANWENJIANHUNHE
